task_id,onet_soc_code,occupation_title,task_statement,dim1_Distributional Coverage_R,dim1_Distributional Coverage_B,dim2_Tacit Knowledge_R,dim2_Tacit Knowledge_B,dim3_Specification Ambiguity_R,dim3_Specification Ambiguity_B,dim4_Sequential Coherence_R,dim4_Sequential Coherence_B,dim5_Working Memory_R,dim5_Working Memory_B,dim6_Long-Term Memory_R,dim6_Long-Term Memory_B,dim7_Multimodal Demand_R,dim7_Multimodal Demand_B,dim8_Inference Speed_R,dim8_Inference Speed_B,dim9_Output Verifiability_R,dim9_Output Verifiability_B,dim10_Reliability Threshold_R,dim10_Reliability Threshold_B,dim11_Counterpart Acceptance_R,dim11_Counterpart Acceptance_B,dim12_Regulatory & Legal Constraints_R,dim12_Regulatory & Legal Constraints_B,exposure
15440,11-3051.02,Geothermal Production Managers,Negotiate interconnection agreements with other utilities.,3,2,3,2,3,2,3,2,3,2,3,2,1,0,1,0,3,3,3,3,,3,,2,0.0
15444,11-3051.02,Geothermal Production Managers,Develop operating plans and schedules for geothermal operations.,2,2,2,2,2,2,3,2,3,2,2,2,1,1,0,0,3,2,3,2,,2,,1,0.353154
15445,11-3051.02,Geothermal Production Managers,Develop or manage budgets for geothermal operations.,2,2,2,2,2,2,2,2,2,1,2,1,1,0,0,0,2,2,3,2,,1,,1,0.433555
15456,11-3051.03,Biofuels Production Managers,"Review logs, datasheets, or reports to ensure adequate production levels or to identify abnormalities with biofuels production equipment or processes.",2,1,2,1,2,2,2,1,2,1,2,1,1,1,1,0,2,2,2,2,,0,,1,0.54716
15457,11-3051.03,Biofuels Production Managers,Prepare and manage biofuels plant or unit budgets.,2,1,2,2,2,2,3,2,2,1,2,1,1,0,0,0,2,2,3,2,,1,,1,0.45738
15459,11-3051.03,Biofuels Production Managers,"Conduct cost, material, and efficiency studies for biofuels production plants or operations.",2,1,2,1,2,2,2,1,3,2,2,1,1,1,0,0,2,2,2,2,,1,,0,0.480082
15460,11-3051.03,Biofuels Production Managers,"Approve proposals for the acquisition, replacement, or repair of biofuels processing equipment or the implementation of new production processes.",2,1,2,2,2,2,2,1,2,1,2,1,2,2,0,0,3,2,3,2,,3,,1,0.0
15470,11-3051.04,Biomass Power Plant Managers,"Review logs, datasheets, or reports to ensure adequate production levels and safe production environments or to identify abnormalities with power production equipment or processes.",2,1,2,1,2,1,2,1,2,1,2,1,2,2,1,0,2,2,3,3,,0,,1,0.0
15471,11-3051.04,Biomass Power Plant Managers,Review biomass operations performance specifications to ensure compliance with regulatory requirements.,2,1,1,1,1,1,2,1,2,2,2,1,1,1,0,0,2,2,3,2,,1,,1,0.509145
15472,11-3051.04,Biomass Power Plant Managers,"Prepare reports on biomass plant operations, status, maintenance, and other information.",2,1,2,1,1,1,1,0,2,1,1,0,1,0,0,0,1,1,2,2,,1,,1,0.659158
15473,11-3051.04,Biomass Power Plant Managers,Prepare and manage biomass plant budgets.,2,1,2,1,2,2,2,1,2,1,3,1,1,0,0,0,2,1,2,2,,2,,1,0.557552
15474,11-3051.04,Biomass Power Plant Managers,"Plan and schedule plant activities, such as wood, waste, or refuse fuel deliveries, ash removal, and regular maintenance.",2,1,2,1,2,2,3,2,2,1,2,1,1,0,1,0,2,2,2,2,,1,,1,0.514833
15477,11-3051.04,Biomass Power Plant Managers,Evaluate power production or demand trends to identify opportunities for improved operations.,2,1,2,1,2,2,2,1,2,1,1,0,1,1,1,0,2,2,2,2,,0,,0,0.547494
1549,19-4042.00,"Environmental Science and Protection Technicians, Including Health","Record test data and prepare reports, summaries, or charts that interpret test results.",2,1,1,1,2,1,2,1,2,1,1,0,1,1,0,0,2,1,2,2,,1,,1,0.629291
155,17-2051.00,Civil Engineers,Conduct studies of traffic patterns or environmental conditions to identify engineering problems and assess potential project impact.,3,1,2,2,2,2,2,1,2,1,2,1,2,2,0,0,2,2,2,2,,1,,1,0.479249
15502,11-3051.06,Hydroelectric Production Managers,Develop or implement policy evaluation procedures for hydroelectric generation activities.,2,2,2,2,2,2,2,2,2,1,2,1,1,0,0,0,3,2,3,2,,2,,1,0.410187
15506,11-3051.06,Hydroelectric Production Managers,"Respond to problems related to ratepayers, water users, power users, government agencies, educational institutions, or other private or public power resource interests.",3,2,2,2,3,2,2,1,2,1,2,1,1,1,2,1,2,2,3,2,,2,,2,0.423722
15508,11-3051.06,Hydroelectric Production Managers,Plan or coordinate hydroelectric production operations to meet customer requirements.,3,2,2,1,2,2,3,2,3,2,3,1,1,1,1,0,2,2,3,2,,2,,2,0.404991
15512,11-3051.06,Hydroelectric Production Managers,"Maintain records of hydroelectric facility operations, maintenance, or repairs.",2,1,1,0,1,1,1,0,2,1,3,1,1,0,0,0,1,1,2,2,,0,,1,0.659158
15515,11-3051.06,Hydroelectric Production Managers,Identify and communicate power system emergencies.,2,1,2,2,2,1,2,1,3,2,1,0,1,1,3,2,2,2,3,3,,2,,2,0.0
15516,11-3051.06,Hydroelectric Production Managers,"Develop or review budgets, annual plans, power contracts, power rates, standing operating procedures, power reviews, or engineering studies.",3,2,2,2,3,2,3,2,3,2,3,1,1,1,0,0,3,3,3,2,,2,,2,0.0
1552,19-4042.00,"Environmental Science and Protection Technicians, Including Health","Provide information or technical or program assistance to government representatives, employers, or the general public on the issues of public health, environmental protection, or workplace safety.",3,1,2,1,3,2,1,0,2,1,1,0,1,1,1,0,2,2,3,2,,2,,1,0.514149
15521,11-9039.01,"Education Administrators, All Other",Write and submit grant applications or proposals to secure funding for distance learning programs.,2,1,2,1,3,2,3,2,3,2,2,1,0,0,0,0,2,2,2,2,,1,,1,0.434067
15522,11-9039.01,"Education Administrators, All Other","Review distance learning content to ensure compliance with copyright, licensing, or other requirements.",2,1,2,1,2,1,2,1,2,1,1,0,2,2,0,0,2,2,2,2,,0,,1,0.541188
15524,11-9039.01,"Education Administrators, All Other","Communicate technical or marketing information about distance learning via podcasts, webinars, and other technologies.",2,1,2,1,2,1,2,1,2,1,2,1,2,2,1,0,2,1,2,2,,1,,1,0.5956
15525,11-9039.01,"Education Administrators, All Other","Train instructors and distance learning staff in the use or support of distance learning applications, such as course management software.",2,1,2,1,2,2,2,1,2,1,2,1,2,1,1,0,2,1,2,2,,2,,0,0.557552
15526,11-9039.01,"Education Administrators, All Other",Troubleshoot and resolve problems with distance learning equipment or applications.,2,1,1,1,2,2,2,1,2,1,2,1,2,2,2,1,1,1,2,2,,1,,1,0.541502
15527,11-9039.01,"Education Administrators, All Other",Supervise distance learning support staff.,2,1,2,2,2,2,2,1,2,1,2,1,1,1,1,0,2,2,2,2,,3,,1,0.0
15528,11-9039.01,"Education Administrators, All Other",Purchase equipment or services in accordance with distance learning plans and budget constraints.,2,1,2,1,2,2,2,1,2,1,2,1,1,0,0,0,2,2,2,2,,1,,1,0.54716
15529,11-9039.01,"Education Administrators, All Other","Select, direct, and monitor the work of vendors that provide products or services for distance learning programs.",2,1,2,2,3,2,2,1,2,1,3,1,1,1,0,0,2,2,2,2,,2,,1,0.471405
15530,11-9039.01,"Education Administrators, All Other",Prepare and manage distance learning program budgets.,2,1,2,1,2,2,2,1,2,1,2,1,1,0,0,0,2,2,2,2,,1,,1,0.54716
15531,11-9039.01,"Education Administrators, All Other",Prepare reports summarizing distance learning statistical data or describing distance learning program objectives and accomplishments.,2,0,1,1,2,1,2,1,2,1,2,1,1,0,0,0,2,1,2,2,,1,,1,0.660404
15532,11-9039.01,"Education Administrators, All Other","Negotiate with academic units or instructors and vendors to ensure cost-effective and high-quality distance learning programs, services, or courses.",3,2,3,2,3,2,3,2,2,1,3,2,1,1,1,0,3,3,2,2,,2,,1,0.0
15533,11-9039.01,"Education Administrators, All Other",Monitor technological developments in distance learning for technological means to educational or outreach goals.,2,0,2,1,3,2,2,1,2,1,2,1,1,1,0,0,2,2,2,2,,0,,0,0.532607
15534,11-9039.01,"Education Administrators, All Other",Evaluate the effectiveness of distance learning programs in promoting knowledge or skill acquisition.,3,2,2,1,3,2,2,1,2,1,2,1,1,1,0,0,3,2,2,2,,1,,1,0.471405
15536,11-9039.01,"Education Administrators, All Other","Develop distance learning program goals or plans, including equipment replacement, quality assurance, or course offering plans.",2,1,2,2,3,2,2,1,2,1,2,1,1,0,0,0,3,2,2,2,,2,,1,0.46528
15537,11-9039.01,"Education Administrators, All Other",Create and maintain web sites or databases that support distance learning programs.,2,1,1,0,2,2,2,2,2,1,2,1,1,1,0,0,2,1,3,2,,0,,1,0.520744
15538,11-9039.01,"Education Administrators, All Other",Assess distance-learning technological or educational needs and goals.,2,1,2,1,3,2,2,1,2,1,2,1,1,0,0,0,3,2,2,2,,2,,1,0.495543
15539,11-9039.01,"Education Administrators, All Other","Communicate to faculty, students, or other users availability of, or changes to, distance learning courses or materials, programs, services, or applications.",2,0,1,0,2,1,1,0,1,0,2,0,1,0,1,0,1,1,2,1,,0,,1,0.850283
15540,11-9039.01,"Education Administrators, All Other",Analyze data to assess distance learning program status or to inform decisions for distance learning programs.,2,1,2,1,2,2,2,1,2,1,2,1,1,0,0,0,2,2,2,2,,1,,1,0.54716
15542,11-9039.01,"Education Administrators, All Other","Prepare and distribute schedules of distance learning resources, such as course offerings, classrooms, laboratories, equipment, and web sites.",2,0,1,1,2,1,2,1,2,1,2,1,1,0,0,0,1,1,2,2,,0,,1,0.659625
15543,11-9039.01,"Education Administrators, All Other","Develop or provide technical resources, such as course management and videoconferencing systems, networking, and webcasting, for distance learning programs.",2,1,2,1,2,2,2,2,2,1,2,1,1,1,1,0,2,2,2,2,,1,,1,0.515586
15547,11-9179.01,Fitness and Wellness Coordinators,Develop marketing campaigns to promote a healthy lifestyle or participation in fitness or wellness programs.,2,1,2,1,3,2,2,1,2,1,2,1,2,1,0,0,2,1,1,0,,1,,1,0.613139
15548,11-9179.01,Fitness and Wellness Coordinators,"Conduct needs assessments or surveys to determine interest in, or satisfaction with, wellness and fitness programs, events, or services.",2,1,2,1,2,1,2,1,2,1,2,1,1,0,0,0,2,1,1,1,,1,,1,0.681854
15552,11-9179.01,Fitness and Wellness Coordinators,"Recommend or approve new program or service offerings to promote wellness and fitness, produce revenues, or minimize costs.",2,1,2,2,3,2,2,1,2,1,2,1,1,0,0,0,3,2,2,2,,2,,1,0.46528
15553,11-9179.01,Fitness and Wellness Coordinators,"Prepare or implement budgets and strategic, operational, purchasing, or maintenance plans.",2,1,2,1,3,2,3,2,2,1,2,1,1,0,0,0,2,2,2,2,,2,,1,0.46528
15558,11-9179.01,Fitness and Wellness Coordinators,"Maintain wellness- and fitness-related schedules, records, or reports.",2,1,1,0,2,1,2,1,2,1,3,1,1,0,0,0,1,1,2,1,,0,,1,0.699239
15560,11-9179.01,Fitness and Wellness Coordinators,"Develop fitness or wellness classes, such as yoga, aerobics, strength training, or aquatics, ensuring a diversity of class offerings.",2,1,2,1,2,2,2,1,2,1,2,1,2,2,0,0,2,2,2,1,,1,,1,0.541502
15564,11-9041.01,Biofuels/Biodiesel Technology and Product Development Managers,Develop computational tools or approaches to improve biofuels research and development activities.,3,2,2,1,3,2,3,2,2,2,2,1,1,1,0,0,2,2,2,2,,1,,0,0.406338
15567,11-9041.01,Biofuels/Biodiesel Technology and Product Development Managers,"Prepare, or oversee the preparation of, experimental plans for biofuels research or development.",2,1,2,2,3,2,3,2,2,2,2,1,1,0,0,0,2,2,3,2,,1,,1,0.423316
15568,11-9041.01,Biofuels/Biodiesel Technology and Product Development Managers,Prepare biofuels research and development reports for senior management or technical professionals.,2,1,2,1,2,2,2,1,2,1,2,1,1,1,0,0,2,2,2,2,,1,,1,0.535607
1557,19-4042.00,"Environmental Science and Protection Technicians, Including Health","Calculate amount of pollutant in samples or compute air pollution or gas flow in industrial processes, using chemical and mathematical formulas.",1,0,1,0,1,0,2,1,1,0,0,0,1,0,1,0,1,1,3,2,,0,,1,0.685036
15572,11-9041.01,Biofuels/Biodiesel Technology and Product Development Managers,Develop methods to estimate the efficiency of biomass pretreatments.,3,1,2,2,3,2,3,2,2,1,2,1,1,1,0,0,3,3,2,2,,1,,0,0.0
15578,11-9041.01,Biofuels/Biodiesel Technology and Product Development Managers,"Analyze data from biofuels studies, such as fluid dynamics, water treatments, or solvent extraction and recovery processes.",2,1,2,2,2,2,2,1,2,1,1,0,2,2,0,0,2,2,2,2,,0,,0,0.454141
1558,19-4091.00,Environmental Science and Protection Technicians,Initiate procedures to close down or fine establishments violating environmental or health regulations.,3,2,2,2,2,2,2,2,2,2,2,1,1,1,1,0,2,2,3,3,,3,,3,0.0
15580,11-9041.01,Biofuels/Biodiesel Technology and Product Development Managers,"Propose new biofuels products, processes, technologies or applications based on findings from applied biofuels or biomass research projects.",3,2,3,2,3,2,2,1,2,2,2,1,2,2,0,0,3,3,2,2,,1,,0,0.0
15582,11-9121.01,Clinical Research Coordinators,Solicit industry-sponsored trials through contacts and professional organizations.,2,2,2,2,3,3,2,1,2,1,3,2,1,0,0,0,2,2,1,1,,3,,1,0.0
15583,11-9121.01,Clinical Research Coordinators,"Review scientific literature, participate in continuing education activities, or attend conferences and seminars to maintain current knowledge of clinical studies affairs and issues.",2,0,2,1,2,2,1,0,2,1,1,0,1,1,0,0,3,2,2,2,,1,,0,0.551301
15584,11-9121.01,Clinical Research Coordinators,Register protocol patients with appropriate statistical centers as required.,2,1,1,0,2,2,2,1,1,0,2,1,0,0,0,0,1,1,3,2,,0,,1,0.558527
15586,11-9121.01,Clinical Research Coordinators,Participate in preparation and management of research budgets and monetary disbursements.,2,1,2,1,2,2,2,1,2,1,2,1,0,0,0,0,2,2,2,2,,1,,1,0.529134
15588,11-9121.01,Clinical Research Coordinators,Interpret protocols and advise treating physicians on appropriate dosage modifications or treatment calculations based on patient characteristics.,2,1,2,2,2,2,2,1,2,2,2,1,1,0,2,1,2,2,3,3,,3,,2,0.0
15589,11-9121.01,Clinical Research Coordinators,Develop advertising and other informational materials to be used in subject recruitment.,2,1,2,1,2,2,2,1,2,1,2,1,2,1,0,0,2,1,2,2,,1,,1,0.580367
15590,11-9121.01,Clinical Research Coordinators,Contact industry representatives to ensure equipment and software specifications necessary for successful study completion.,2,1,2,1,2,2,2,1,2,1,2,1,1,0,0,0,2,2,2,2,,1,,1,0.54716
15591,11-9121.01,Clinical Research Coordinators,Confer with health care professionals to determine the best recruitment practices for studies.,2,1,2,2,3,2,2,1,2,1,2,1,0,0,1,0,2,2,2,2,,2,,1,0.472728
15592,11-9121.01,Clinical Research Coordinators,Track enrollment status of subjects and document dropout information such as dropout causes and subject contact efforts.,2,1,1,0,1,1,2,1,2,1,3,1,1,0,0,0,1,1,3,2,,1,,1,0.621302
15593,11-9121.01,Clinical Research Coordinators,"Review proposed study protocols to evaluate factors such as sample collection processes, data management plans, or potential subject risks.",2,1,2,2,2,2,2,1,3,2,2,1,1,0,0,0,3,2,3,2,,2,,2,0.41497
15594,11-9121.01,Clinical Research Coordinators,Record adverse event and side effect data and confer with investigators regarding the reporting of events to oversight agencies.,2,1,2,2,2,2,2,1,2,1,3,1,1,0,1,0,2,2,3,2,,3,,2,0.0
15595,11-9121.01,Clinical Research Coordinators,"Prepare study-related documentation, such as protocol worksheets, procedural manuals, adverse event reports, institutional review board documents, or progress reports.",2,1,2,1,2,1,2,1,3,2,2,1,1,1,0,0,2,2,3,2,,1,,2,0.486493
15596,11-9121.01,Clinical Research Coordinators,Participate in the development of study protocols including guidelines for administration or data collection procedures.,2,1,2,2,3,2,2,1,2,1,2,1,1,0,0,0,3,2,3,2,,2,,2,0.439645
15598,11-9121.01,Clinical Research Coordinators,Order drugs or devices necessary for study completion.,2,1,1,1,2,1,2,1,2,1,2,1,0,0,0,0,1,1,3,3,,2,,2,0.0
156,17-3011.01,Architectural and Civil Drafters,"Analyze building codes, by-laws, space and site requirements, and other technical documents and reports to determine their effect on architectural designs.",3,2,2,2,2,2,3,2,3,2,2,1,1,0,0,0,2,2,3,2,,0,,1,0.385137
1560,19-4042.00,"Environmental Science and Protection Technicians, Including Health",Discuss test results and analyses with customers.,2,1,2,1,2,1,1,0,1,1,2,1,1,1,2,1,2,2,2,2,,2,,1,0.552592
15600,11-9121.01,Clinical Research Coordinators,Maintain contact with sponsors to schedule and coordinate site visits or to answer questions about issues such as incomplete data.,2,1,1,1,2,1,2,1,2,1,2,1,1,0,1,0,1,1,2,2,,2,,1,0.601271
15601,11-9121.01,Clinical Research Coordinators,"Instruct research staff in scientific and procedural aspects of studies including standards of care, informed consent procedures, or documentation procedures.",2,1,2,2,2,2,2,1,2,1,2,1,1,0,1,0,3,2,3,3,,3,,1,0.0
15603,11-9121.01,Clinical Research Coordinators,"Identify protocol problems, inform investigators of problems, or assist in problem resolution efforts, such as protocol revisions.",3,2,2,2,2,2,2,1,2,2,3,2,1,0,1,0,3,2,3,2,,2,,2,0.382593
15606,11-9121.01,Clinical Research Coordinators,Contact outside health care providers and communicate with subjects to obtain follow-up information.,2,1,2,1,2,2,2,1,2,1,2,1,1,0,1,0,2,2,2,2,,2,,1,0.53211
15607,11-9121.01,Clinical Research Coordinators,Communicate with laboratories or investigators regarding laboratory findings.,2,1,2,1,2,1,1,0,2,1,2,1,1,0,1,0,2,1,2,2,,2,,1,0.61676
15608,11-9121.01,Clinical Research Coordinators,"Collaborate with investigators to prepare presentations or reports of clinical study procedures, results, and conclusions.",2,1,2,1,2,2,2,1,2,1,2,1,2,1,0,0,2,2,3,2,,2,,1,0.502065
15609,11-9121.01,Clinical Research Coordinators,"Code, evaluate, or interpret collected study data.",3,2,2,1,2,2,2,1,2,1,2,1,1,0,0,0,2,2,3,2,,1,,2,0.46528
1561,19-4042.00,"Environmental Science and Protection Technicians, Including Health","Maintain files, such as hazardous waste databases, chemical usage data, personnel exposure information, or diagrams showing equipment locations.",2,1,1,0,2,1,1,0,2,1,3,1,1,1,0,0,2,1,3,2,,0,,1,0.621302
15612,11-9121.01,Clinical Research Coordinators,"Schedule subjects for appointments, procedures, or inpatient stays as required by study protocols.",2,1,1,1,2,2,2,1,2,1,2,1,1,0,1,0,2,1,3,2,,1,,1,0.583795
15614,11-9121.01,Clinical Research Coordinators,"Maintain required records of study activity including case report forms, drug dispensation records, or regulatory forms.",2,1,1,1,1,1,2,1,2,1,3,1,1,0,0,0,2,2,3,2,,1,,2,0.533768
15616,11-9121.02,Water Resource Specialists,"Review or evaluate designs for water detention facilities, storm drains, flood control facilities, or other hydraulic structures.",3,1,2,2,2,2,2,2,3,2,2,1,2,2,0,0,3,2,3,3,,2,,3,0.0
15617,11-9121.02,Water Resource Specialists,Negotiate for water rights with communities or water facilities to meet water supply demands.,3,2,3,3,3,3,3,2,3,2,3,2,1,1,2,1,3,3,3,3,,3,,3,0.0
15618,11-9121.02,Water Resource Specialists,"Perform hydrologic, hydraulic, or water quality modeling.",3,1,2,2,2,2,3,2,3,2,2,1,2,1,0,0,3,2,3,2,,1,,1,0.427809
15619,11-9121.02,Water Resource Specialists,"Compile water resource data, using geographic information systems (GIS) or global position systems (GPS) software.",2,1,1,0,2,1,2,1,2,1,2,1,2,2,0,0,2,1,2,1,,0,,0,0.629291
1562,19-4042.00,"Environmental Science and Protection Technicians, Including Health",Perform statistical analysis of environmental data.,2,1,2,1,3,2,2,1,2,1,2,1,1,0,0,0,2,2,2,2,,0,,1,0.527559
15620,11-9121.02,Water Resource Specialists,Compile and maintain documentation on the health of a body of water.,2,1,1,1,2,1,2,1,2,1,3,1,2,2,0,0,2,2,2,2,,1,,1,0.541502
15621,11-9121.02,Water Resource Specialists,"Write proposals, project reports, informational brochures, or other documents on wastewater purification, water supply and demand, or other water resource subjects.",2,1,2,1,3,2,2,1,2,1,2,1,1,1,0,0,2,2,2,2,,1,,1,0.523056
15622,11-9121.02,Water Resource Specialists,"Recommend new or revised policies, procedures, or regulations to support water resource or conservation goals.",3,1,3,2,3,2,3,2,3,2,2,1,1,1,0,0,3,3,3,3,,2,,2,0.0
15623,11-9121.02,Water Resource Specialists,Provide technical expertise to assist communities in the development or implementation of storm water monitoring or other water programs.,3,1,2,1,3,2,2,2,2,1,2,1,2,2,1,0,2,2,2,2,,2,,2,0.447028
15625,11-9121.02,Water Resource Specialists,"Identify methods for distributing purified wastewater into rivers, streams, or oceans.",2,0,2,1,2,1,2,1,2,1,0,0,1,0,0,0,1,1,3,2,,0,,2,0.584044
15628,11-9121.02,Water Resource Specialists,Develop plans to protect watershed health or rehabilitate watersheds.,3,1,2,2,3,2,3,2,3,2,3,2,2,2,0,0,3,3,3,2,,2,,2,0.0
15630,11-9121.02,Water Resource Specialists,Conduct technical studies for water resources on topics such as pollutants and water treatment options.,3,1,2,2,3,2,2,1,2,1,2,1,2,2,0,0,3,3,3,2,,1,,2,0.0
15632,11-9121.02,Water Resource Specialists,Conduct cost-benefit studies for watershed improvement projects or water management alternatives.,3,1,2,1,2,2,3,2,3,2,2,1,1,1,0,0,3,3,3,2,,2,,1,0.0
15633,11-9121.02,Water Resource Specialists,Analyze storm water systems to identify opportunities for water resource improvements.,3,1,2,2,3,2,2,1,2,1,2,1,2,2,0,0,2,2,2,2,,1,,1,0.471405
15634,11-9121.02,Water Resource Specialists,Develop strategies for watershed operations to meet water supply and conservation goals or to ensure regulatory compliance with clean water laws or regulations.,3,1,3,2,3,2,3,2,3,2,3,2,2,2,0,0,3,3,3,2,,2,,1,0.0
15636,11-9199.02,Compliance Managers,Verify that software technology is in place to adequately provide oversight and monitoring in all required areas.,2,1,2,2,3,2,2,1,2,1,2,1,1,1,0,0,2,2,3,2,,2,,1,0.456784
15637,11-9199.02,Compliance Managers,"Serve as a confidential point of contact for employees to communicate with management, seek clarification on issues or dilemmas, or report irregularities.",3,2,2,2,3,3,2,1,2,1,3,2,1,1,2,1,3,3,3,3,,3,,1,0.0
15638,11-9199.02,Compliance Managers,"Maintain documentation of compliance activities, such as complaints received or investigation outcomes.",2,1,1,0,2,2,1,0,2,1,3,1,1,0,0,0,1,1,3,2,,0,,1,0.584044
15639,11-9199.02,Compliance Managers,Consult with corporate attorneys as necessary to address difficult legal compliance issues.,3,2,2,2,3,2,2,1,2,1,2,1,0,0,0,0,3,3,3,2,,3,,2,0.0
1564,19-4091.00,Environmental Science and Protection Technicians,"Distribute permits, closure plans, or cleanup plans.",2,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,1,1,2,1,,0,,1,0.763143
15640,11-9199.02,Compliance Managers,Discuss emerging compliance issues with management or employees.,3,2,2,2,3,2,1,1,2,1,2,1,1,0,1,0,3,2,2,2,,2,,1,0.439437
15641,11-9199.02,Compliance Managers,Collaborate with human resources departments to ensure the implementation of consistent disciplinary action strategies in cases of compliance standard violations.,2,1,2,2,3,2,2,1,2,1,2,1,0,0,0,0,2,2,3,2,,2,,1,0.448633
15642,11-9199.02,Compliance Managers,Advise internal management or business partners on the implementation or operation of compliance programs.,3,2,2,2,3,2,2,2,2,1,2,1,1,0,1,0,3,2,3,2,,2,,1,0.418075
15643,11-9199.02,Compliance Managers,Review communications such as securities sales advertising to ensure there are no violations of standards or regulations.,3,1,2,2,2,2,2,1,2,1,1,0,2,2,1,0,2,2,3,2,,0,,2,0.459236
15644,11-9199.02,Compliance Managers,"Provide employee training on compliance related topics, policies, or procedures.",3,1,2,1,2,1,2,1,2,1,2,1,2,2,1,0,2,2,2,2,,1,,1,0.5621
15645,11-9199.02,Compliance Managers,Report violations of compliance or regulatory standards to duly authorized enforcement agencies as appropriate or required.,2,1,2,1,2,2,2,1,2,1,2,1,1,0,1,0,2,2,3,3,,1,,2,0.0
15646,11-9199.02,Compliance Managers,Provide assistance to internal or external auditors in compliance reviews.,2,1,2,1,2,2,2,1,3,2,2,1,1,1,1,0,2,2,2,2,,2,,1,0.480173
15647,11-9199.02,Compliance Managers,Prepare management reports regarding compliance operations and progress.,2,1,2,1,2,1,2,1,2,1,2,1,1,1,0,0,2,2,2,2,,1,,0,0.571496
15648,11-9199.02,Compliance Managers,Oversee internal reporting systems such as corporate compliance hotlines and inform employees about these systems.,2,1,1,1,2,1,2,1,2,1,2,1,1,0,0,0,2,1,2,2,,2,,1,0.588575
15649,11-9199.02,Compliance Managers,Monitor compliance systems to ensure their effectiveness.,3,2,2,1,2,2,2,1,2,1,3,2,1,0,1,0,2,2,3,2,,0,,1,0.459236
15650,11-9199.02,Compliance Managers,Identify compliance issues that require follow-up or investigation.,3,2,2,2,3,2,2,1,2,2,2,1,1,0,1,0,3,2,3,2,,0,,1,0.426392
15651,11-9199.02,Compliance Managers,"Keep informed regarding pending industry changes, trends, and best practices and assess the potential impact of these changes on organizational processes.",3,1,2,2,3,2,2,1,3,2,2,1,1,0,0,0,3,2,2,2,,0,,1,0.450849
15652,11-9199.02,Compliance Managers,Disseminate written policies and procedures related to compliance activities.,2,0,1,1,2,1,1,0,2,1,2,1,0,0,0,0,2,1,2,2,,1,,1,0.659625
15653,11-9199.02,Compliance Managers,File appropriate compliance reports with regulatory agencies.,2,1,1,1,2,1,2,1,2,1,2,1,1,0,0,0,2,1,3,2,,0,,2,0.56749
15654,11-9199.02,Compliance Managers,"Design or implement improvements in communication, monitoring, or enforcement of compliance standards.",3,2,2,2,3,2,3,2,2,2,2,2,1,1,0,0,3,2,3,2,,2,,1,0.352339
15655,11-9199.02,Compliance Managers,Conduct periodic internal reviews or audits to ensure that compliance procedures are followed.,2,1,2,1,2,2,2,1,3,2,2,1,1,1,0,0,3,2,3,3,,2,,1,0.0
15656,11-9199.02,Compliance Managers,Conduct or direct the internal investigation of compliance issues.,3,3,3,2,3,2,3,2,3,2,3,2,1,1,0,0,3,2,3,3,,3,,1,0.0
15657,11-9199.02,Compliance Managers,"Assess product, compliance, or operational risks and develop risk management strategies.",3,2,3,2,3,2,3,2,3,2,2,1,1,0,0,0,3,3,3,2,,2,,1,0.0
15658,11-9199.02,Compliance Managers,"Verify that all firm and regulatory policies and procedures have been documented, implemented, and communicated.",3,2,2,2,3,2,2,1,3,2,3,1,1,0,0,0,3,2,3,2,,2,,1,0.408036
15659,11-9199.02,Compliance Managers,Direct the development or implementation of compliance-related policies and procedures throughout an organization.,3,2,2,2,3,2,3,2,3,2,3,2,1,0,0,0,3,3,3,3,,3,,2,0.0
15660,11-3031.03,Investment Fund Managers,Prepare for and respond to regulatory inquiries.,3,2,3,2,3,2,3,2,3,2,3,1,1,1,1,0,3,3,3,3,,3,,2,0.0
15661,11-9199.03,"Managers, All Other",Verify regulatory compliance of transaction reporting.,3,1,2,1,2,2,2,1,3,2,2,1,0,0,0,0,2,2,3,2,,1,,2,0.456784
15662,11-3031.03,Investment Fund Managers,Hire or evaluate staff.,3,2,3,2,3,2,2,2,2,1,2,1,1,1,1,0,3,3,3,2,,3,,1,0.0
15663,11-9199.03,"Managers, All Other",Direct activities of accounting or operations departments.,2,1,2,2,3,2,3,2,2,2,3,2,1,0,1,0,3,3,3,3,,3,,1,0.0
15664,11-3031.03,Investment Fund Managers,"Develop, implement, or monitor security valuation policies.",3,2,2,2,2,2,3,2,3,2,3,1,0,0,0,0,3,2,3,3,,2,,2,0.0
15665,11-3031.03,Investment Fund Managers,Attend investment briefings or consult financial media to stay abreast of relevant investment markets.,2,1,2,1,2,1,1,0,2,1,2,1,2,1,1,0,3,2,1,1,,0,,0,0.621302
15666,11-9199.03,"Managers, All Other",Review offering documents or marketing materials to ensure regulatory compliance.,2,1,2,1,2,2,2,1,2,1,1,0,1,1,0,0,3,2,3,3,,0,,2,0.0
15667,11-3031.03,Investment Fund Managers,"Perform or evaluate research, such as detailed company or industry analyses, to inform financial forecasting, decision making, or valuation.",3,2,3,2,2,2,3,2,3,2,2,1,1,1,1,0,3,2,3,2,,0,,1,0.38916
15668,11-3031.03,Investment Fund Managers,"Present investment information, such as product risks, fees, or fund performance statistics.",2,1,2,1,2,1,1,0,2,1,1,0,2,1,1,0,2,2,3,2,,2,,2,0.530606
